millis,acc_x_c,acc_y_c,acc_z_c,gyro_x_c,gyro_y_c,gyro_z_c,imu_temp_c,acc_x_l,acc_y_l,acc_z_l,gyro_x_l,gyro_y_l,gyro_z_l,imu_temp_l,acc_x_r,acc_y_r,acc_z_r,gyro_x_r,gyro_y_r,gyro_z_r,imu_temp_r,obj_temp,amb_temp
52963, 0.967, -0.240, 0.249, 6.409, -2.075, -4.456, 26.349, -0.458, -0.640, 0.559, -0.488, -2.991, -8.362, 24.124, -0.670, 0.755, -0.193, -1.953, 4.517, 13.000, 22.105, 26.210, 20.630
52995, 0.970, -0.223, 0.243, 6.042, -3.418, -6.714, 26.355, -0.448, -0.659, 0.564, 2.014, -2.930, -10.132, 24.121, -0.600, 0.729, -0.168, -4.822, -2.991, 8.789, 22.129, 26.230, 20.630
53030, 0.964, -0.198, 0.239, 3.662, -3.418, -4.089, 26.364, -0.458, -0.652, 0.562, 5.066, -2.808, -8.911, 24.115, -0.479, 0.779, -0.217, -6.775, 16.479, -0.122, 22.117, 26.230, 20.590
53062, 0.974, -0.219, 0.239, 1.892, -3.906, -2.258, 26.355, -0.451, -0.641, 0.578, 4.272, -3.540, -10.376, 24.115, -0.647, 0.777, -0.167, -18.555, 1.221, -5.493, 22.126, 26.230, 20.590
53094, 0.982, -0.213, 0.245, 2.563, -4.883, -5.371, 26.373, -0.441, -0.653, 0.577, 1.648, -3.113, -11.414, 24.136, -0.612, 0.771, -0.183, -10.315, 15.076, -0.671, 22.087, 25.990, 20.590
53128, 0.980, -0.202, 0.238, 0.244, -4.578, -7.690, 26.358, -0.433, -0.659, 0.570, 2.747, -3.296, -17.517, 24.127, -0.566, 0.778, -0.200, -8.484, 16.235, 8.850, 22.123, 25.990, 20.590
53160, 0.980, -0.211, 0.237, 0.122, -3.296, -5.920, 26.373, -0.433, -0.663, 0.577, 6.226, -0.671, -12.817, 24.142, -0.559, 0.789, -0.197, -7.935, 19.165, 8.423, 22.123, 25.990, 20.590
53193, 0.989, -0.207, 0.234, 0.427, -2.930, -3.235, 26.376, -0.433, -0.665, 0.588, 4.456, 0.244, -11.353, 24.154, -0.579, 0.784, -0.178, -8.240, 16.357, 6.348, 22.135, 25.670, 20.590
53227, 1.005, -0.201, 0.222, -0.183, -2.563, -3.357, 26.361, -0.427, -0.658, 0.606, 3.113, -1.587, -10.742, 24.142, -0.608, 0.787, -0.154, -8.118, 15.137, 6.348, 22.114, 25.670, 20.610
53259, 0.999, -0.202, 0.227, -0.977, -1.892, -2.136, 26.388, -0.415, -0.667, 0.595, -2.197, -2.319, -6.897, 24.148, -0.580, 0.798, -0.158, -3.296, 15.381, 8.301, 22.090, 25.670, 20.610
53291, 0.998, -0.204, 0.225, -0.427, -1.953, -2.319, 26.361, -0.421, -0.673, 0.593, -3.540, -2.930, -0.854, 24.160, -0.587, 0.807, -0.171, 1.526, 13.550, 4.700, 22.102, 25.670, 20.610
53325, 0.994, -0.197, 0.219, -0.244, -1.526, -1.709, 26.370, -0.417, -0.680, 0.588, -0.793, -1.343, -2.808, 24.136, -0.566, 0.799, -0.166, 1.099, 10.925, 3.723, 22.114, 25.670, 20.650
53358, 1.004, -0.198, 0.220, -0.488, -2.747, 0.549, 26.373, -0.414, -0.669, 0.605, 0.854, -1.770, -3.357, 24.151, -0.566, 0.807, -0.157, 2.441, 9.277, 2.258, 22.105, 25.670, 20.650
53392, 1.005, -0.205, 0.208, -0.610, 0.366, 0.671, 26.346, -0.410, -0.686, 0.606, -3.357, -2.991, 0.549, 24.154, -0.582, 0.809, -0.168, 6.958, 8.240, -0.427, 22.114, 25.730, 20.650
53424, 1.003, -0.199, 0.219, -0.732, 0.732, 0.305, 26.379, -0.418, -0.673, 0.584, 2.930, -0.122, -3.601, 24.157, -0.583, 0.823, -0.194, 4.272, 8.911, 1.404, 22.108, 25.730, 20.630
53456, 1.005, -0.221, 0.239, -0.732, -0.610, -0.977, 26.346, -0.407, -0.704, 0.603, 7.996, 2.563, -11.902, 24.130, -0.563, 0.800, -0.198, 5.554, 8.179, -1.648, 22.111, 25.730, 20.630
53490, 0.979, -0.205, 0.214, 2.197, -0.122, -2.502, 26.370, -0.402, -0.661, 0.590, 13.794, 2.380, -20.813, 24.136, -0.575, 0.782, -0.165, 1.770, 4.028, -3.723, 22.120, 25.690, 20.630
53523, 0.990, -0.187, 0.208, 0.854, -0.427, 0.305, 26.361, -0.384, -0.656, 0.602, 12.695, 2.869, -18.738, 24.181, -0.583, 0.792, -0.149, 4.395, 4.883, -2.380, 22.099, 25.690, 20.630
53555, 0.984, -0.184, 0.215, 0.671, -1.221, -0.488, 26.358, -0.392, -0.659, 0.593, 8.057, 0.366, -11.353, 24.136, -0.575, 0.786, -0.160, 5.798, 3.845, -3.418, 22.123, 25.690, 20.630
53589, 0.981, -0.182, 0.214, -0.610, -1.343, 0.366, 26.358, -0.392, -0.664, 0.591, 8.118, -0.366, -6.409, 24.160, -0.571, 0.794, -0.165, 4.822, 5.249, -0.732, 22.108, 25.690, 20.630
53622, 0.989, -0.178, 0.199, -0.671, -2.197, 0.793, 26.361, -0.397, -0.659, 0.601, 8.118, -0.793, -6.348, 24.163, -0.573, 0.792, -0.145, 3.052, 4.028, -2.014, 22.108, 25.690, 20.630
53655, 0.998, -0.176, 0.197, -2.136, -1.282, 1.831, 26.373, -0.391, -0.654, 0.609, 5.920, -0.610, -5.859, 24.145, -0.574, 0.790, -0.143, 4.883, 4.883, -0.549, 22.120, 25.690, 20.630
53690, 0.989, -0.187, 0.200, -2.380, -0.549, 1.953, 26.370, -0.375, -0.658, 0.602, 4.028, -0.854, -4.333, 24.145, -0.563, 0.790, -0.163, 6.348, 4.761, -0.793, 22.111, 25.690, 20.630
53723, 0.979, -0.193, 0.204, -2.441, -0.305, 1.648, 26.352, -0.365, -0.658, 0.596, 4.700, 0.427, -0.977, 24.178, -0.569, 0.780, -0.166, 6.897, 3.540, -0.916, 22.126, 25.690, 20.650
53756, 0.984, -0.193, 0.198, -3.052, -0.122, 1.404, 26.361, -0.376, -0.654, 0.607, 4.822, 0.183, 0.427, 24.178, -0.571, 0.788, -0.166, 7.385, 2.563, -1.709, 22.126, 25.690, 20.650
53791, 0.978, -0.208, 0.206, -2.747, 0.122, 0.916, 26.349, -0.362, -0.651, 0.610, 4.272, 0.916, -1.648, 24.160, -0.578, 0.784, -0.174, 5.432, 3.906, 0.427, 22.111, 25.690, 20.610
53824, 0.979, -0.211, 0.200, -1.587, -0.183, -0.061, 26.355, -0.357, -0.655, 0.611, 2.991, 0.427, 2.136, 24.154, -0.574, 0.792, -0.171, 4.517, 3.296, 0.122, 22.123, 25.690, 20.610
53859, 0.986, -0.203, 0.200, -1.465, -0.122, -0.732, 26.376, -0.369, -0.668, 0.615, 1.648, 0.854, 5.188, 24.145, -0.576, 0.791, -0.163, 2.869, 2.808, 0.305, 22.105, 25.610, 20.610
53892, 0.991, -0.198, 0.194, -1.282, 0.427, -1.526, 26.376, -0.383, -0.652, 0.629, 3.601, 0.671, 7.812, 24.163, -0.570, 0.808, -0.170, 2.563, 1.953, -0.549, 22.129, 25.610, 20.610
53925, 0.996, -0.195, 0.192, -1.343, 1.099, -1.465, 26.370, -0.400, -0.674, 0.616, 6.653, 2.747, -2.869, 24.166, -0.573, 0.795, -0.151, 3.296, 2.014, 0.488, 22.114, 25.610, 20.610
53960, 1.005, -0.205, 0.188, -2.625, 3.113, -1.465, 26.355, -0.396, -0.701, 0.630, 18.921, 4.822, -15.259, 24.151, -0.584, 0.797, -0.159, 5.798, 6.958, 4.150, 22.123, 25.630, 20.610
53993, 1.001, -0.186, 0.192, -3.113, 2.991, -2.319, 26.346, -0.362, -0.649, 0.617, 34.363, 8.240, -23.376, 24.160, -0.567, 0.785, -0.148, 5.676, 6.042, 3.540, 22.108, 25.630, 20.610
54026, 1.000, -0.188, 0.195, -4.761, 3.357, -1.343, 26.361, -0.352, -0.651, 0.621, 39.063, 13.306, -21.179, 24.160, -0.566, 0.820, -0.183, 17.212, 14.832, 12.573, 22.123, 25.630, 20.610
54061, 0.992, -0.197, 0.194, -3.967, 4.517, -1.892, 26.382, -0.358, -0.585, 0.666, 47.424, 12.817, -13.672, 24.166, -0.539, 0.826, -0.261, 2.747, 23.682, 8.606, 22.147, 25.790, 20.610
54094, 0.980, -0.214, 0.196, -2.991, 2.747, -1.099, 26.370, -0.374, -0.589, 0.709, 36.316, 10.742, -22.278, 24.145, -0.578, 0.770, -0.165, -2.747, 39.307, 14.587, 22.117, 25.790, 20.610
54127, 0.979, -0.215, 0.187, 0.244, -4.456, 2.686, 26.367, -0.321, -0.577, 0.700, 21.362, 4.028, -13.855, 24.163, -0.548, 0.807, -0.163, 4.272, 26.611, 5.920, 22.126, 25.790, 20.610
54162, 0.977, -0.223, 0.185, 0.061, -2.441, 3.723, 26.358, -0.317, -0.602, 0.670, 10.010, -0.977, -0.977, 24.178, -0.620, 0.767, -0.166, -8.667, 17.212, -1.282, 22.114, 26.370, 20.610
