millis,acc_x_c,acc_y_c,acc_z_c,gyro_x_c,gyro_y_c,gyro_z_c,imu_temp_c,acc_x_l,acc_y_l,acc_z_l,gyro_x_l,gyro_y_l,gyro_z_l,imu_temp_l,acc_x_r,acc_y_r,acc_z_r,gyro_x_r,gyro_y_r,gyro_z_r,imu_temp_r,obj_temp,amb_temp
149975, 0.995, -0.289, 0.126, -0.916, 0.488, -1.465, 25.151, -0.497, -0.540, 0.673, 2.319, 0.854, 0.793, 21.857, -0.310, 0.831, -0.494, 5.859, 3.784, -0.610, 21.680, 22.290, 20.710
150008, 0.989, -0.266, 0.146, -0.549, 2.380, 0.427, 25.142, -0.511, -0.522, 0.669, 1.038, 2.502, 1.343, 21.872, -0.319, 0.829, -0.484, 6.714, 4.395, -0.671, 21.701, 22.290, 20.670
150041, 0.990, -0.273, 0.142, -1.587, 2.563, 1.282, 25.142, -0.505, -0.533, 0.664, -2.747, 1.770, 1.221, 21.902, -0.330, 0.844, -0.504, 9.216, 3.479, 0.488, 21.692, 22.290, 20.670
150076, 0.985, -0.286, 0.160, -2.014, 0.916, -0.854, 25.145, -0.502, -0.554, 0.659, -3.052, 0.732, 0.732, 21.878, -0.306, 0.839, -0.516, 6.653, 0.793, -1.953, 21.695, 22.230, 20.670
150109, 1.009, -0.278, 0.127, -0.549, 2.686, -0.671, 25.145, -0.495, -0.540, 0.669, 0.122, 3.784, -0.122, 21.872, -0.339, 0.837, -0.486, 6.592, 3.296, 0.793, 21.677, 22.230, 20.730
150142, 0.969, -0.269, 0.167, -2.014, 1.526, 1.343, 25.142, -0.515, -0.540, 0.654, -0.183, 0.488, 1.648, 21.854, -0.307, 0.821, -0.504, 6.470, 6.104, 2.197, 21.692, 22.230, 20.730
150178, 0.961, -0.276, 0.105, -4.517, 1.160, 10.559, 25.145, -0.498, -0.529, 0.669, -1.709, 5.432, -0.793, 21.875, -0.304, 0.797, -0.455, 7.507, 17.578, 10.315, 21.689, 22.310, 20.730
150211, 0.953, -0.305, 0.142, -5.066, 0.244, 10.010, 25.151, -0.484, -0.547, 0.646, -2.075, 1.526, 2.441, 21.878, -0.319, 0.835, -0.532, 12.268, -7.202, 5.066, 21.689, 22.310, 20.710
150244, 0.909, -0.359, 0.139, 5.737, 4.639, -22.522, 25.130, -0.453, -0.549, 0.650, 7.507, -5.676, -2.991, 21.890, -0.353, 0.985, -0.705, 2.808, -6.165, -35.217, 21.698, 22.310, 20.710
150279, 0.949, -0.252, 0.145, -0.549, -0.061, -5.554, 25.136, -0.508, -0.546, 0.665, 4.028, 0.488, 5.371, 21.872, -0.307, 0.868, -0.457, 3.906, 15.808, 5.066, 21.692, 22.250, 20.710
150312, 1.018, -0.251, 0.120, 3.296, -1.099, -0.732, 25.154, -0.519, -0.506, 0.660, 4.333, -1.343, 2.808, 21.884, -0.337, 0.828, -0.471, 9.033, 14.221, -4.578, 21.689, 22.250, 20.730
150345, 0.978, -0.241, 0.147, 0.854, 3.174, 1.160, 25.136, -0.511, -0.523, 0.649, 3.845, 3.357, -1.282, 21.875, -0.338, 0.833, -0.474, 8.728, 11.047, 2.136, 21.683, 22.250, 20.730
150381, 0.977, -0.267, 0.143, -1.709, 0.610, -0.366, 25.133, -0.504, -0.516, 0.651, 1.404, -0.122, -0.244, 21.890, -0.300, 0.838, -0.496, 8.362, 4.639, 0.183, 21.692, 22.290, 20.730
150414, 0.991, -0.264, 0.127, -0.610, 3.784, 0.366, 25.139, -0.504, -0.522, 0.666, 3.174, 2.197, -3.296, 21.875, -0.304, 0.822, -0.466, 7.568, 5.371, -1.282, 21.698, 22.290, 20.730
150449, 0.968, -0.269, 0.140, -0.366, 2.686, 2.930, 25.142, -0.501, -0.511, 0.645, 2.441, -0.488, -1.648, 21.887, -0.311, 0.820, -0.493, 9.949, 7.141, -1.160, 21.683, 22.290, 20.730
150482, 0.983, -0.271, 0.137, -1.465, 6.592, 1.709, 25.139, -0.492, -0.532, 0.657, 3.174, 5.127, -4.395, 21.887, -0.344, 0.828, -0.493, 8.240, 1.343, 2.258, 21.692, 22.290, 20.730
150515, 0.975, -0.275, 0.172, -3.967, 3.235, -0.183, 25.127, -0.505, -0.533, 0.646, 2.502, 2.014, -4.700, 21.869, -0.312, 0.827, -0.511, 9.338, 1.892, 4.333, 21.686, 22.290, 20.730
150551, 1.000, -0.289, 0.088, -1.770, 11.292, 0.854, 25.115, -0.489, -0.536, 0.682, 8.362, 10.986, -10.315, 21.896, -0.333, 0.827, -0.475, 11.536, 3.113, 6.470, 21.704, 22.290, 20.730
150582, 0.955, -0.256, 0.205, -2.686, 9.705, 4.517, 25.154, -0.507, -0.540, 0.641, 4.883, 8.240, -7.446, 21.908, -0.322, 0.816, -0.530, 14.893, 4.517, 8.240, 21.704, 22.290, 20.730
150614, 0.974, -0.322, 0.160, -3.357, 2.319, -1.404, 25.148, -0.477, -0.549, 0.647, 2.258, 0.122, -6.653, 21.875, -0.249, 0.844, -0.538, 7.812, 4.578, 2.808, 21.695, 22.290, 20.710
150648, 0.958, -0.280, 0.186, -0.488, 2.136, -1.526, 25.142, -0.486, -0.544, 0.643, 5.127, 0.671, -4.333, 21.878, -0.295, 0.829, -0.528, 4.028, 2.747, -2.930, 21.695, 22.250, 20.710
150680, 0.973, -0.288, 0.165, -0.305, -0.305, -4.211, 25.157, -0.481, -0.535, 0.662, 7.141, -2.625, -3.784, 21.911, -0.318, 0.833, -0.525, 2.869, 4.700, -2.502, 21.689, 22.250, 20.710
150712, 0.974, -0.301, 0.146, -0.671, -3.296, -5.554, 25.139, -0.475, -0.539, 0.672, 4.089, -7.446, -4.272, 21.902, -0.304, 0.830, -0.521, 0.793, 2.197, -4.639, 21.689, 22.250, 20.710
150746, 0.989, -0.277, 0.153, 0.122, -3.906, -4.578, 25.136, -0.470, -0.538, 0.662, 6.531, -3.418, -4.395, 21.902, -0.319, 0.805, -0.483, 0.732, 2.686, -2.747, 21.701, 22.230, 20.710
150778, 1.005, -0.262, 0.104, 1.526, 2.747, -1.526, 25.145, -0.486, -0.517, 0.688, 12.634, 5.737, -1.953, 21.917, -0.330, 0.812, -0.449, 4.150, 5.310, 0.732, 21.704, 22.230, 20.710
150810, 1.006, -0.229, 0.184, 1.709, -0.183, 1.831, 25.148, -0.506, -0.502, 0.661, 5.249, 1.343, 1.465, 21.896, -0.292, 0.834, -0.477, 9.888, 7.019, 1.465, 21.683, 22.230, 20.750
150844, 1.050, -0.295, 0.145, -0.244, 3.357, -3.479, 25.133, -0.474, -0.502, 0.691, 3.296, 6.775, -2.747, 21.890, -0.321, 0.834, -0.501, 2.319, 0.610, -1.038, 21.689, 22.250, 20.750
150876, 0.953, -0.201, 0.226, -2.747, -0.793, 5.249, 25.157, -0.535, -0.527, 0.655, 3.540, 0.366, 2.441, 21.884, -0.247, 0.802, -0.457, 4.517, 4.395, -1.526, 21.674, 22.250, 20.750
150910, 1.033, -0.294, 0.086, 0.305, 3.662, 1.343, 25.148, -0.471, -0.514, 0.692, 10.132, 2.625, -6.042, 21.917, -0.340, 0.844, -0.492, 7.629, -0.427, -2.075, 21.689, 22.250, 20.730
150942, 0.976, -0.265, 0.113, 0.427, 11.047, 4.211, 25.160, -0.476, -0.513, 0.686, 9.338, 14.160, -10.986, 21.887, -0.338, 0.794, -0.456, 10.620, -3.418, 4.150, 21.680, 22.290, 20.730
150974, 0.955, -0.270, 0.200, -1.465, 5.432, 4.150, 25.154, -0.497, -0.515, 0.672, 5.920, 0.671, -1.709, 21.902, -0.296, 0.832, -0.507, 12.268, 4.456, 0.854, 21.707, 22.290, 20.730
151008, 0.993, -0.282, 0.146, -1.221, 2.869, 3.479, 25.142, -0.472, -0.519, 0.683, 1.404, 1.282, -4.700, 21.902, -0.330, 0.848, -0.505, 8.972, 3.784, -0.549, 21.680, 22.290, 20.750
151040, 0.988, -0.296, 0.124, -1.038, 6.958, 1.160, 25.139, -0.469, -0.527, 0.686, 3.479, 5.859, -6.958, 21.890, -0.333, 0.816, -0.486, 10.620, -2.563, 4.883, 21.689, 22.250, 20.750
151072, 0.962, -0.279, 0.179, -1.770, 0.977, 1.709, 25.142, -0.474, -0.532, 0.671, 6.592, -1.526, -4.395, 21.878, -0.279, 0.817, -0.512, 9.216, 4.883, 1.709, 21.701, 22.250, 20.750
151106, 1.033, -0.295, 0.117, 0.488, 1.587, 2.136, 25.142, -0.456, -0.515, 0.695, 7.629, 0.061, -4.089, 21.908, -0.301, 0.852, -0.499, 4.578, 2.075, -3.601, 21.698, 22.250, 20.710
151138, 0.805, -0.123, 0.081, 8.972, -4.150, 32.410, 25.142, -0.520, -0.500, 0.699, -5.859, 38.147, 2.319, 21.914, -0.302, 0.651, -0.360, 16.602, 52.734, 44.556, 21.695, 22.250, 20.710
151170, 0.956, -0.391, 0.179, -0.854, 6.409, -19.592, 25.166, -0.431, -0.515, 0.660, 9.155, -15.320, -10.498, 21.923, -0.392, 0.854, -0.628, -3.784, -48.706, -33.569, 21.695, 22.230, 20.710
151204, 0.985, -0.233, 0.124, -2.197, 8.118, -0.793, 25.142, -0.474, -0.527, 0.687, 0.244, 10.620, -4.456, 21.899, -0.324, 0.845, -0.465, 6.287, 0.549, 15.442, 21.692, 22.230, 20.710
151236, 0.964, -0.295, 0.216, -1.953, 1.953, 5.188, 25.151, -0.501, -0.520, 0.675, 3.418, 3.601, -0.488, 21.917, -0.252, 0.760, -0.497, 8.484, 7.324, 3.174, 21.707, 22.230, 20.710
151266, 0.927, -0.294, 0.129, -3.357, 0.916, 18.982, 25.154, -0.494, -0.502, 0.697, 6.042, -1.099, 1.465, 21.890, -0.274, 0.940, -0.522, 27.100, 34.424, 14.221, 21.695, 22.250, 20.710
151299, 1.021, -0.312, 0.193, -2.319, 1.343, 2.502, 25.166, -0.479, -0.504, 0.664, 0.366, 2.869, -3.540, 21.890, -0.344, 0.797, -0.512, 5.493, -2.930, 4.822, 21.704, 22.250, 20.730
151331, 0.927, -0.255, 0.160, -0.854, -3.906, 10.498, 25.157, -0.512, -0.518, 0.688, 1.892, 2.014, 2.014, 21.905, -0.260, 0.859, -0.490, 18.066, 25.085, 5.798, 21.701, 22.250, 20.730
151365, 0.979, -0.388, 0.151, 2.930, 6.348, -21.606, 25.166, -0.432, -0.521, 0.671, 7.690, -2.869, -9.033, 21.896, -0.362, 0.910, -0.665, -1.831, -19.775, -35.583, 21.719, 22.250, 20.730
151398, 0.957, -0.260, 0.162, 1.831, 2.380, -8.118, 25.157, -0.483, -0.514, 0.702, 1.221, 0.854, 2.808, 21.911, -0.292, 0.839, -0.462, 11.536, 14.526, 5.127, 21.701, 22.250, 20.730
151430, 0.998, -0.285, 0.112, 1.953, 3.235, 2.258, 25.151, -0.479, -0.489, 0.688, -6.531, -0.122, 8.301, 21.899, -0.346, 0.804, -0.501, 12.817, 11.536, 1.038, 21.719, 22.250, 20.730
151464, 0.964, -0.294, 0.178, -0.549, 4.211, -2.075, 25.145, -0.480, -0.530, 0.671, -7.263, 3.479, 3.784, 21.911, -0.312, 0.792, -0.502, 6.470, 7.080, 6.104, 21.707, 22.290, 20.730
151496, 0.937, -0.289, 0.139, -0.793, 3.174, 0.488, 25.157, -0.490, -0.511, 0.685, -2.563, 0.122, 3.052, 21.872, -0.231, 0.826, -0.500, 9.155, 18.005, 3.418, 21.695, 22.290, 20.750
151528, 0.965, -0.310, 0.166, -1.709, 2.014, -0.732, 25.151, -0.470, -0.525, 0.654, -2.441, 0.610, -2.014, 21.908, -0.286, 0.834, -0.562, 6.714, -2.502, -1.526, 21.716, 22.290, 20.750
151563, 0.973, -0.297, 0.173, -1.770, 3.235, -3.723, 25.148, -0.478, -0.537, 0.677, 4.272, 3.296, -2.502, 21.884, -0.299, 0.809, -0.510, 3.967, 2.380, 1.404, 21.707, 22.250, 20.750
151595, 0.986, -0.300, 0.147, -0.916, 1.892, -0.610, 25.142, -0.489, -0.509, 0.706, 2.747, 2.808, -1.709, 21.911, -0.259, 0.823, -0.497, 5.859, 7.080, 1.160, 21.698, 22.250, 20.710
151627, 0.967, -0.287, 0.193, -1.831, 2.747, 0.854, 25.166, -0.478, -0.525, 0.666, -3.967, -0.061, 0.671, 21.869, -0.302, 0.831, -0.543, 6.470, -1.770, -3.052, 21.725, 22.250, 20.710
151661, 0.985, -0.291, 0.164, -0.488, 1.648, -2.808, 25.142, -0.486, -0.536, 0.681, -1.648, 3.235, 3.235, 21.887, -0.291, 0.829, -0.507, 3.418, 3.784, -0.122, 21.707, 22.190, 20.710
151693, 0.968, -0.285, 0.182, -0.854, -1.404, -1.404, 25.145, -0.492, -0.531, 0.670, 1.404, -1.404, 0.610, 21.884, -0.279, 0.824, -0.534, 6.470, 5.554, -2.747, 21.710, 22.190, 20.750
151728, 0.966, -0.308, 0.157, -0.671, -2.197, -3.601, 25.166, -0.470, -0.523, 0.679, 3.174, -2.991, -3.418, 21.902, -0.280, 0.836, -0.530, 2.563, 2.869, -5.554, 21.701, 22.190, 20.750
151760, 0.980, -0.288, 0.157, 1.465, -0.122, -2.502, 25.160, -0.469, -0.512, 0.688, 3.113, -0.305, 0.305, 21.884, -0.294, 0.818, -0.512, 2.197, 4.211, -5.615, 21.722, 22.250, 20.750
151792, 0.980, -0.279, 0.152, 1.892, 0.061, -1.648, 25.151, -0.486, -0.519, 0.691, -2.197, -1.831, 5.493, 21.920, -0.309, 0.824, -0.504, 4.456, 4.883, -4.150, 21.695, 22.250, 20.710
151826, 0.968, -0.279, 0.173, 0.244, -1.648, -1.709, 25.148, -0.485, -0.525, 0.673, -2.808, -5.371, 3.479, 21.902, -0.311, 0.819, -0.505, 4.211, 4.456, -5.066, 21.713, 22.250, 20.710
151858, 0.993, -0.296, 0.128, 0.549, 0.671, -1.953, 25.151, -0.478, -0.519, 0.690, 1.343, -2.625, 0.244, 21.914, -0.300, 0.824, -0.491, 4.272, 5.432, -3.845, 21.710, 22.230, 20.710
151891, 0.981, -0.274, 0.157, 0.427, 1.831, 0.549, 25.133, -0.485, -0.525, 0.682, -0.793, -1.038, -1.892, 21.905, -0.309, 0.820, -0.507, 6.836, 3.662, -3.052, 21.695, 22.230, 20.730
151925, 0.973, -0.290, 0.158, -0.732, 1.648, 0.610, 25.151, -0.470, -0.528, 0.679, 0.854, -0.916, -3.784, 21.917, -0.301, 0.826, -0.512, 6.470, 3.296, -2.747, 21.695, 22.230, 20.730
151957, 0.979, -0.288, 0.157, 0.305, 0.488, -1.099, 25.145, -0.468, -0.519, 0.683, -1.038, -0.610, -1.526, 21.899, -0.354, 0.815, -0.502, 5.676, 7.507, -0.610, 21.710, 22.230, 20.730
151989, 0.970, -0.275, 0.152, 0.000, -1.160, -0.793, 25.169, -0.461, -0.515, 0.686, -6.714, -1.526, 2.869, 21.893, -0.300, 0.815, -0.493, 7.690, 11.047, 1.953, 21.722, 22.230, 20.750
152023, 0.971, -0.281, 0.153, -0.610, -0.854, 0.122, 25.160, -0.477, -0.526, 0.669, -4.333, -1.892, 4.822, 21.881, -0.273, 0.833, -0.510, 5.554, 3.479, -1.465, 21.725, 22.230, 20.750
152056, 0.974, -0.276, 0.151, 0.305, -0.793, -0.427, 25.133, -0.470, -0.523, 0.674, 0.366, -1.770, 1.343, 21.923, -0.309, 0.825, -0.498, 3.662, 2.441, -3.906, 21.713, 22.230, 20.750
152089, 0.980, -0.269, 0.150, 0.061, -1.160, -0.122, 25.160, -0.472, -0.521, 0.670, 1.465, -0.793, 3.662, 21.931, -0.310, 0.819, -0.487, 5.371, 4.028, -1.587, 21.716, 22.230, 20.710
152124, 0.979, -0.271, 0.148, -1.160, -0.549, 0.549, 25.139, -0.483, -0.522, 0.672, 1.953, -0.061, 2.808, 21.914, -0.299, 0.827, -0.495, 6.287, 2.441, -2.686, 21.716, 22.230, 20.710
152157, 0.981, -0.272, 0.146, -1.404, -0.305, 0.366, 25.148, -0.478, -0.523, 0.680, 2.869, -0.183, 0.366, 21.937, -0.314, 0.825, -0.501, 6.226, 1.831, -3.174, 21.713, 22.230, 20.710
152192, 0.985, -0.280, 0.142, -1.343, 0.305, 0.061, 25.151, -0.478, -0.515, 0.687, 1.160, -0.488, -0.305, 21.902, -0.326, 0.826, -0.499, 6.897, 3.662, -0.916, 21.701, 22.230, 20.710
152225, 0.984, -0.283, 0.146, -1.587, 0.916, 0.183, 25.142, -0.472, -0.524, 0.690, 0.366, 0.671, -1.404, 21.914, -0.314, 0.836, -0.507, 7.446, 4.456, 0.122, 21.722, 22.230, 20.710
152258, 0.986, -0.283, 0.144, -1.221, 1.343, -0.305, 25.166, -0.472, -0.517, 0.691, -2.625, 0.366, 1.709, 21.923, -0.312, 0.834, -0.505, 6.836, 4.272, 0.366, 21.713, 22.230, 20.710
152293, 0.992, -0.284, 0.146, -0.977, 1.709, -0.549, 25.175, -0.485, -0.526, 0.691, -2.869, -0.366, 3.113, 21.929, -0.321, 0.837, -0.504, 6.226, 4.150, 0.244, 21.734, 22.230, 20.730
152326, 0.986, -0.275, 0.149, -1.038, 1.709, -0.732, 25.139, -0.477, -0.524, 0.682, -7.324, -0.610, 2.136, 21.929, -0.322, 0.830, -0.498, 7.141, 6.409, 2.136, 21.728, 22.230, 20.730
152359, 0.987, -0.276, 0.147, -1.709, 1.709, -0.610, 25.136, -0.479, -0.518, 0.691, -15.808, -1.892, 5.676, 21.908, -0.297, 0.833, -0.508, 7.935, 6.287, 2.319, 21.728, 22.230, 20.730
152394, 0.983, -0.283, 0.146, -1.343, 0.977, -0.183, 25.172, -0.468, -0.541, 0.660, -21.729, -1.648, 13.428, 21.934, -0.290, 0.835, -0.507, 6.714, 3.479, -0.122, 21.725, 22.230, 20.750
152427, 0.987, -0.282, 0.146, -0.732, 1.343, -0.366, 25.151, -0.491, -0.564, 0.651, -8.240, -0.244, 10.071, 21.937, -0.309, 0.830, -0.507, 6.042, 1.160, -1.892, 21.713, 22.230, 20.750
152460, 0.987, -0.271, 0.150, -1.038, 2.014, -0.122, 25.133, -0.491, -0.542, 0.669, -4.639, 1.587, -0.305, 21.958, -0.326, 0.819, -0.493, 7.019, 4.272, 0.000, 21.713, 22.230, 20.750
152495, 0.985, -0.281, 0.145, -1.770, 2.258, 0.732, 25.154, -0.484, -0.542, 0.678, -9.583, 1.221, 3.113, 21.934, -0.308, 0.833, -0.508, 9.338, 6.287, 2.075, 21.716, 22.230, 20.750
152528, 0.977, -0.291, 0.149, -1.038, 2.075, 0.488, 25.157, -0.457, -0.545, 0.650, -13.672, -1.221, 13.245, 21.940, -0.293, 0.829, -0.519, 8.545, 4.395, 0.305, 21.740, 22.190, 20.750
152561, 0.977, -0.292, 0.148, 0.122, 1.892, 0.122, 25.172, -0.483, -0.567, 0.646, -5.371, -0.427, 16.846, 21.934, -0.299, 0.825, -0.518, 6.287, 3.052, -1.404, 21.731, 22.190, 20.730
152596, 0.977, -0.282, 0.152, 0.366, 1.831, -0.122, 25.145, -0.501, -0.549, 0.645, 0.610, 1.038, 6.531, 21.940, -0.332, 0.812, -0.500, 6.165, 4.211, -0.183, 21.719, 22.190, 20.730
152629, 0.974, -0.283, 0.145, -0.671, 1.770, -0.366, 25.154, -0.479, -0.544, 0.646, 0.916, 1.160, 3.113, 21.934, -0.318, 0.817, -0.499, 9.155, 8.545, 3.723, 21.716, 22.230, 20.730
152664, 0.978, -0.289, 0.153, -1.404, 1.465, -0.366, 25.133, -0.497, -0.550, 0.646, 3.357, 1.221, 4.517, 21.958, -0.282, 0.831, -0.523, 8.423, 4.211, 1.587, 21.728, 22.230, 20.730
152696, 0.976, -0.288, 0.151, -1.221, 2.014, -0.732, 25.160, -0.490, -0.549, 0.644, 7.507, 1.953, -3.052, 21.952, -0.285, 0.829, -0.520, 5.615, 1.709, -2.075, 21.743, 22.230, 20.730
152729, 0.982, -0.285, 0.152, -1.099, 2.014, -1.221, 25.142, -0.484, -0.541, 0.658, 9.583, 2.197, -3.235, 21.902, -0.327, 0.822, -0.506, 4.822, 0.427, -1.892, 21.722, 22.230, 20.730
152764, 0.984, -0.278, 0.145, -1.343, 1.404, -1.892, 25.157, -0.497, -0.535, 0.661, 5.676, 2.136, -0.916, 21.937, -0.310, 0.821, -0.501, 6.958, 4.272, 2.014, 21.722, 22.230, 20.770
152797, 0.982, -0.280, 0.152, -1.526, 2.136, -1.099, 25.166, -0.495, -0.536, 0.659, 3.906, 2.014, -0.549, 21.937, -0.286, 0.835, -0.510, 5.615, 0.977, -0.244, 21.731, 22.230, 20.770
152830, 0.990, -0.284, 0.149, -1.160, 2.808, -1.343, 25.139, -0.499, -0.542, 0.665, 5.981, 1.465, -2.563, 21.958, -0.313, 0.833, -0.514, 5.371, 0.244, -1.831, 21.743, 22.250, 20.770
152865, 0.989, -0.277, 0.148, -1.465, 3.784, -1.221, 25.178, -0.498, -0.545, 0.654, 12.573, 2.991, -8.911, 21.952, -0.311, 0.831, -0.504, 6.287, -0.916, -0.916, 21.722, 22.250, 20.710
152898, 0.990, -0.285, 0.151, -1.831, 4.822, -1.526, 25.139, -0.491, -0.517, 0.691, 13.855, 2.136, -12.207, 21.955, -0.314, 0.830, -0.504, 6.470, -0.305, -0.305, 21.731, 22.250, 20.710
152931, 0.988, -0.279, 0.151, -0.488, 5.005, -1.221, 25.151, -0.488, -0.526, 0.677, 2.136, 3.174, -11.292, 21.973, -0.307, 0.829, -0.501, 7.446, 0.549, -0.427, 21.746, 22.190, 20.710
152966, 0.981, -0.264, 0.154, -0.305, 4.944, -1.160, 25.160, -0.482, -0.516, 0.674, -3.235, 1.587, -3.418, 21.952, -0.327, 0.819, -0.484, 6.897, 0.854, 0.061, 21.734, 22.190, 20.710
152999, 0.962, -0.266, 0.145, 0.366, 2.319, -1.099, 25.145, -0.484, -0.524, 0.650, -8.301, 2.258, 2.991, 21.952, -0.325, 0.828, -0.486, 7.751, 1.709, 0.488, 21.749, 22.190, 20.710
153032, 1.026, -0.237, 0.175, 2.075, -1.587, -1.160, 25.148, -0.500, -0.531, 0.651, -3.601, 1.953, 4.089, 21.952, -0.312, 0.829, -0.468, 7.568, 2.991, 0.977, 21.710, 22.190, 20.710
153067, 0.997, -0.226, 0.161, -4.211, 3.418, -1.709, 25.169, -0.532, -0.541, 0.630, 2.625, 4.395, 1.038, 21.937, -0.342, 0.820, -0.455, 12.451, 1.282, 0.977, 21.761, 22.190, 20.710
153100, 0.997, -0.247, 0.141, -9.460, 8.728, -1.770, 25.118, -0.503, -0.517, 0.681, -1.404, 5.371, -6.775, 21.926, -0.353, 0.803, -0.458, 18.616, 3.601, 4.211, 21.734, 22.190, 20.710
153135, 0.978, -0.255, 0.156, -10.437, 10.376, 2.258, 25.172, -0.494, -0.532, 0.655, -6.042, 5.920, -3.906, 21.973, -0.305, 0.836, -0.498, 24.109, 5.005, 5.981, 21.749, 22.190, 20.710
153168, 0.988, -0.274, 0.162, -11.780, 9.888, 0.916, 25.148, -0.502, -0.547, 0.644, -5.188, 6.287, -5.005, 21.976, -0.380, 0.810, -0.512, 21.240, 11.230, 14.099, 21.734, 22.190, 20.730
153201, 0.969, -0.269, 0.153, -13.000, 9.583, 1.282, 25.166, -0.500, -0.553, 0.646, -1.282, 10.010, -11.475, 21.961, -0.275, 0.797, -0.495, 37.292, 13.611, 24.414, 21.755, 22.190, 20.730
153236, 0.976, -0.285, 0.171, -14.954, 10.925, 5.310, 25.148, -0.476, -0.561, 0.654, -2.563, 6.714, -7.629, 21.964, -0.225, 0.825, -0.585, 36.255, 4.456, 19.226, 21.749, 22.230, 20.730
153269, 0.982, -0.326, 0.180, -13.733, 11.963, 3.601, 25.157, -0.478, -0.573, 0.642, 1.526, 5.676, -4.211, 21.955, -0.283, 0.836, -0.618, 28.870, -0.183, 17.517, 21.737, 22.230, 20.750
153302, 1.002, -0.295, 0.188, -9.155, 8.850, 0.366, 25.145, -0.494, -0.572, 0.640, 5.127, 8.850, -4.761, 21.991, -0.281, 0.796, -0.602, 23.010, 12.756, 19.836, 21.740, 22.230, 20.750
153337, 0.977, -0.308, 0.171, -9.155, 8.240, -3.784, 25.157, -0.498, -0.578, 0.656, 5.920, 10.193, -7.935, 21.931, -0.290, 0.786, -0.626, 30.334, 30.151, 15.991, 21.755, 22.250, 20.750
153370, 0.982, -0.290, 0.182, -11.108, 9.827, -1.526, 25.151, -0.494, -0.567, 0.651, 7.385, 7.935, -9.094, 21.967, -0.236, 0.792, -0.614, 24.475, 5.066, 10.376, 21.761, 22.250, 20.750
153403, 0.974, -0.300, 0.182, -9.583, 8.423, -1.831, 25.145, -0.481, -0.560, 0.645, 3.418, 7.812, -6.165, 21.964, -0.246, 0.791, -0.607, 23.682, 10.986, 11.047, 21.752, 22.250, 20.750
153438, 0.976, -0.292, 0.190, -9.216, 8.728, -1.465, 25.142, -0.479, -0.563, 0.635, 3.052, 6.958, 1.404, 21.952, -0.285, 0.791, -0.605, 21.667, 13.000, 12.634, 21.749, 22.250, 20.750
153471, 0.970, -0.287, 0.177, -7.874, 7.202, -4.333, 25.160, -0.490, -0.552, 0.629, 7.935, 6.775, 1.343, 21.970, -0.249, 0.761, -0.595, 30.640, 18.250, 17.700, 21.749, 22.250, 20.750
153513, 0.965, -0.263, 0.190, -9.827, 8.423, -2.930, 25.169, -0.505, -0.551, 0.620, 12.512, 10.071, -5.493, 21.979, -0.189, 0.782, -0.634, 20.020, 15.198, 21.912, 21.749, 22.230, 20.750
153545, 0.965, -0.269, 0.199, -12.207, 8.484, -3.235, 25.139, -0.518, -0.549, 0.624, 16.235, 12.817, -14.771, 21.967, -0.160, 0.765, -0.621, 12.512, 20.020, 21.545, 21.743, 22.230, 20.750
153578, 0.937, -0.280, 0.187, -12.268, 7.629, -1.709, 25.169, -0.483, -0.523, 0.646, 18.127, 8.972, -14.526, 21.982, -0.147, 0.778, -0.623, 13.916, -10.864, 13.672, 21.758, 22.230, 20.750
153612, 0.956, -0.289, 0.191, -11.169, 6.897, 0.427, 25.157, -0.479, -0.538, 0.645, 10.437, 9.583, -9.338, 21.982, -0.160, 0.779, -0.644, 10.498, -7.141, 5.310, 21.755, 22.250, 20.750
153644, 0.983, -0.304, 0.208, -8.850, 4.333, -1.282, 25.166, -0.491, -0.566, 0.668, 12.146, 6.531, -9.705, 21.967, -0.266, 0.762, -0.681, 10.559, 22.095, 15.808, 21.743, 22.250, 20.750
153676, 0.943, -0.289, 0.187, -7.629, 0.671, -3.967, 25.139, -0.482, -0.539, 0.625, 11.292, 4.333, -16.785, 21.979, -0.165, 0.744, -0.648, 4.456, 16.357, 24.902, 21.758, 22.250, 20.750
153710, 0.948, -0.284, 0.196, -8.362, 0.793, -1.953, 25.160, -0.473, -0.539, 0.639, 13.000, 5.798, -14.709, 21.952, -0.088, 0.800, -0.634, 0.488, 10.681, 13.977, 21.743, 22.230, 20.750
153743, 0.942, -0.294, 0.194, -6.714, 0.366, -2.014, 25.169, -0.458, -0.541, 0.626, 12.573, 7.935, -10.498, 21.967, -0.119, 0.775, -0.639, 3.784, 2.380, 2.319, 21.752, 22.230, 20.750
153775, 0.944, -0.281, 0.197, -5.127, -0.122, -1.282, 25.163, -0.476, -0.544, 0.658, 15.442, 8.301, -6.226, 21.967, -0.162, 0.763, -0.641, 4.944, 2.808, -4.700, 21.752, 22.230, 20.710
153809, 0.961, -0.273, 0.180, -4.822, 0.427, -1.587, 25.166, -0.489, -0.522, 0.654, 19.470, -0.427, -10.498, 21.982, -0.149, 0.779, -0.609, 7.446, -2.319, -7.751, 21.746, 22.230, 20.710
153841, 0.962, -0.273, 0.185, -5.676, 0.732, -0.244, 25.166, -0.482, -0.531, 0.668, 12.695, 2.258, -11.841, 21.988, -0.116, 0.787, -0.609, 12.451, -17.090, -17.944, 21.746, 22.230, 20.710
