millis,acc_x_c,acc_y_c,acc_z_c,gyro_x_c,gyro_y_c,gyro_z_c,imu_temp_c,acc_x_l,acc_y_l,acc_z_l,gyro_x_l,gyro_y_l,gyro_z_l,imu_temp_l,acc_x_r,acc_y_r,acc_z_r,gyro_x_r,gyro_y_r,gyro_z_r,imu_temp_r,obj_temp,amb_temp
74033, 0.844, 0.249, 0.543, 10.864, 0.244, 8.423, 24.723, -0.532, -0.788, -0.160, -60.547, -42.725, 2.930, 21.650, -0.302, 0.865, -0.481, -4.944, 7.507, -5.920, 19.883, 26.550, 19.830
74068, 0.856, 0.266, 0.531, 14.221, -0.305, 6.226, 24.708, -0.606, -0.789, -0.103, -38.879, -30.457, -3.235, 21.623, -0.299, 0.871, -0.442, -0.549, 13.611, 1.526, 19.874, 26.550, 19.830
74101, 0.851, 0.283, 0.526, 14.404, 1.404, 4.883, 24.705, -0.605, -0.767, -0.100, -32.898, -26.672, -5.493, 21.662, -0.278, 0.874, -0.429, -3.967, 9.033, 4.395, 19.886, 26.530, 19.830
74134, 0.858, 0.312, 0.525, 14.038, 1.343, 5.676, 24.699, -0.644, -0.778, -0.092, -26.917, -27.588, -0.854, 21.626, -0.263, 0.881, -0.416, -0.183, 8.240, 1.648, 19.889, 26.530, 19.830
74169, 0.858, 0.309, 0.522, 12.878, 1.465, 8.179, 24.699, -0.621, -0.777, -0.129, -24.902, -26.184, 0.427, 21.665, -0.256, 0.891, -0.422, 2.991, 13.245, -1.953, 19.889, 26.530, 19.830
74202, 0.871, 0.305, 0.529, 10.986, 1.099, 9.644, 24.702, -0.630, -0.794, -0.143, -12.390, -17.273, -1.709, 21.665, -0.271, 0.892, -0.445, 1.648, 14.343, -8.423, 19.904, 26.490, 19.830
74235, 0.885, 0.299, 0.540, 9.949, 2.075, 9.583, 24.708, -0.628, -0.796, -0.118, -1.526, -8.484, -3.601, 21.650, -0.283, 0.914, -0.448, -0.732, 15.747, -4.944, 19.889, 26.490, 19.830
74271, 0.901, 0.268, 0.529, 10.681, 5.188, 9.583, 24.702, -0.592, -0.833, -0.125, 15.137, 1.160, -0.488, 21.650, -0.294, 0.907, -0.470, -5.554, 20.142, -10.132, 19.892, 26.490, 19.830
74304, 0.896, 0.272, 0.539, 11.841, 6.836, 7.690, 24.681, -0.600, -0.833, -0.195, 41.687, 27.588, 0.061, 21.644, -0.313, 0.889, -0.466, -8.301, 22.095, -6.897, 19.901, 26.490, 19.830
74337, 0.907, 0.285, 0.542, 11.108, 10.437, 4.517, 24.711, -0.588, -0.860, -0.226, 79.102, 83.679, -15.625, 21.647, -0.316, 0.902, -0.452, -5.310, 21.423, -5.310, 19.913, 26.490, 19.790
